date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:14:19	66589/66589	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/student-profile.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/student-profile.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:20	31173/31173	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/chat-instructor.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/chat-instructor.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:20	26820/26820	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/invoices.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/invoices.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:20	30905/30905	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/instructor-profile-settings.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/instructor-profile-settings.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:20	29442/29442	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/reviews.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/reviews.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:20	14714/14714	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/instructor-register.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/instructor-register.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:21	32973/32973	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/map-grid.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/map-grid.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:21	29977/29977	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/map-list.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/map-list.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:21	33104/33104	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/search.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/search.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:21	44277/44277	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/instructor-profile.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/instructor-profile.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:22	20129/20129	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/booking.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/booking.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:22	19728/19728	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/checkout.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/checkout.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:22	13752/13752	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/booking-success.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/booking-success.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:22	64605/64605	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/student-dashboard.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/student-dashboard.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:22	31839/31839	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/favourites.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/favourites.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:23	31320/31320	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/chat.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/chat.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:23	20292/20292	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/profile-settings.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/profile-settings.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:23	16790/16790	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/change-password.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/change-password.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:23	15925/15925	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/voice-call.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/voice-call.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:23	15907/15907	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/video-call.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/video-call.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:24	18847/18847	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/calendar.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/calendar.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:24	82934/82934	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/components.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/components.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:24	17313/17313	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/invoice-view.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/invoice-view.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:24	13136/13136	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/blank-page.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/blank-page.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:25	14465/14465	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/login.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/login.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:25	14691/14691	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/register.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/register.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:25	13805/13805	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/forgot-password.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/forgot-password.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:25	26362/26362	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/blog-list.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/blog-list.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:25	30809/30809	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/blog-grid.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/blog-grid.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:26	29250/29250	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/blog-details.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/blog-details.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:26	914/914	---M--	200	added ('OK')	image/png	etag:%223e0-637c3057ee22b%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/en.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/en.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:27	664/664	---M--	200	added ('OK')	image/png	etag:%22ed1-637c3057eede3%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/flags/us.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/flags/us.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:27	138/138	---M--	200	added ('OK')	image/png	etag:%22b16-637c3057eede3%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/flags/fr.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/flags/fr.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:27	566/566	---M--	200	added ('OK')	image/png	etag:%22d1e-637c3057eede3%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/flags/es.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/flags/es.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:28	136/136	---M--	200	added ('OK')	image/png	etag:%22b10-637c3057eede3%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/flags/de.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/flags/de.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:28	399/399	---M--	200	added ('OK')	image/png	etag:%22260-637c3057ed672%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/course.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/course.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:29	173541/173541	---M--	200	added ('OK')	image/png	etag:%222ba58-637c3057ed28a%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/college/college-01.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/college/college-01.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:29	145873/145873	---M--	200	added ('OK')	image/png	etag:%22239d1-637c3057ed672%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/college/college-02.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/college/college-02.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:29	28905/28905	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/college.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/college.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:30	22511/22511	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/course-details.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/course-details.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:30	158688/158688	---M--	200	added ('OK')	image/jpeg	etag:%2239567-637c3057eda5a%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-01.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-01.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:30	11632/11632	---M--	200	added ('OK')	image/jpeg	etag:%225dbf-637c3058692f9%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/instructors/instructor-thumb-01.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/instructors/instructor-thumb-01.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:31	62119/62119	---M--	200	added ('OK')	image/jpeg	etag:%2213a80-637c3057eda5a%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-02.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-02.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:31	85761/85761	---M--	200	added ('OK')	image/jpeg	etag:%22211f1-637c3057eda5a%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-03.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-03.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:31	81279/81279	---M--	200	added ('OK')	image/jpeg	etag:%2219521-637c3057ede43%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-04.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-04.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:32	53942/53942	---M--	200	added ('OK')	image/jpeg	etag:%22e0a4-637c3057ede43%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-05.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-05.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:32	65224/65224	---M--	200	added ('OK')	image/jpeg	etag:%22108e9-637c3057ede43%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-06.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-06.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:33	37331/37331	---M--	200	added ('OK')	image/jpeg	etag:%2215174-637c3057ee22b%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-07.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-07.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:33	64435/64435	---M--	200	added ('OK')	image/jpeg	etag:%22fbd3-637c3057ee22b%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-08.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/courses/course-08.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:33	378/378	---M--	200	added ('OK')	image/png	etag:%2222b-637c3058673b9%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/icon/icon-01.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/icon/icon-01.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:34	247/247	---M--	200	added ('OK')	image/png	etag:%22181-637c3058673b9%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/icon/icon-02.png	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/icon/icon-02.png	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:34	15142/15142	---M--	200	added ('OK')	image/jpeg	etag:%22537e-637c3058692f9%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/instructors/instructor-thumb-02.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/instructors/instructor-thumb-02.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:34	14851/14851	---M--	200	added ('OK')	image/jpeg	etag:%228124-637c3058696e1%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/instructors/instructor-thumb-03.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/instructors/instructor-thumb-03.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:35	19152/19152	---M--	200	added ('OK')	image/jpeg	etag:%22cbdb-637c3058696e1%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/instructors/instructor-thumb-04.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/instructors/instructor-thumb-04.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:35	20045/20045	---M--	200	added ('OK')	image/jpeg	etag:%225082-637c30586ae51%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/review/review-01.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/review/review-01.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:36	9138/9138	---M--	200	added ('OK')	image/jpeg	etag:%224539-637c30586a299%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/news/news-01.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/news/news-01.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:36	8681/8681	---M--	200	added ('OK')	image/jpeg	etag:%224310-637c30586a299%22	https://pathivu.dreamstechnologies.com/html/template/assets/img/news/news-02.jpg	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/img/news/news-02.jpg	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:37	16072/16072	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/term-condition.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/term-condition.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:37	16537/16537	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Jun%202025%2011:43:31%20GMT	https://pathivu.dreamstechnologies.com/html/template/privacy-policy.html	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/privacy-policy.html	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
21:14:37	87532/87532	---M-Z	200	added ('OK')	text/javascript	etag:%22155ec-637c30586dd31-gzip%22	https://pathivu.dreamstechnologies.com/html/template/assets/js/jquery-3.7.1.min.js	D:/templates/legalsrevice/pathivu.dreamstechnologies.com/html/template/assets/js/jquery-3.7.1.min.js	(from https://pathivu.dreamstechnologies.com/html/template/index.html)
